Code	max_depth	test_score
095570	2	0.9786967301301244
006840	4	0.9945834500631128
282330	2	0.9804127474769257
027410	3	0.9903527257047328
138930	2	0.988294366787573
001465	18	0.9776426420553052
001460	3	0.9917793403882381
001045	13	0.9760867716807273
00104K	2	0.9825085363148329
001040	2	0.9830300656601021
011155	2	0.9123492370454672
011150	1	0.9744691432498802
000590	2	0.9096982566803602
012030	2	0.9599858194508094
016610	2	0.9861602750486081
005830	1	0.986624332871993
000995	6	0.97409226582566
000990	3	0.9944197762123881
139130	2	0.9917694561314876
001530	4	0.9911467107863235
000215	2	0.9712841371648598
001880	9	0.991507979672627
000210	1	0.9447090040069885
37550K	3	0.8472307402912709
375500	1	0.9451627130786394
155660	1	0.966022626438485
069730	2	0.954458590179258
017940	3	0.9846057625142892
365550	2	0.9720419678901046
383220	2	0.7967518786901552
007700	1	0.9568213858468296
078935	2	0.984389611482545
006360	2	0.9836425777991974
078930	6	0.9857587622794158
012630	5	0.9879195053797548
294870	2	0.9901889850323818
003560	1	0.9356372225843796
175330	18	0.9824438379297648
234080	1	0.9612828976536116
001065	4	0.9421734463486418
001067	1	0.945398402030702
001060	1	0.9625090435866774
096760	2	0.9511128187700352
105560	16	0.9792320716183966
009070	14	0.976283921277977
016385	11	0.9212120172635501
016380	5	0.9777119957695284
001390	3	0.9911902057639733
033180	1	0.9868430845220976
001940	3	0.983001127605297
025000	2	0.9721356689228124
092230	3	0.9587006077341488
000040	2	0.9906521448329665
093050	2	0.9907975559387941
003555	3	0.995857732147178
034220	3	0.9866723897649884
003550	2	0.9800737172176994
051905	1	0.8876215441360051
051900	1	0.9622810113115775
032640	2	0.9736415462370128
011070	2	0.9856242144224834
066575	2	0.9961358354481558
066570	3	0.994094415239649
051915	3	0.9921623702506657
051910	3	0.9916935767652655
079550	3	0.9546776296416787
010120	18	0.9633488669637763
000680	6	0.9360523001399772
006260	2	0.9808341842462123
001120	3	0.9923707899418934
023150	2	0.9695077552201833
035420	2	0.9954657127992123
181710	1	0.9601598135722804
338100	2	0.9897724788950645
034310	2	0.9210331306172607
008260	3	0.9912315768521206
004255	1	0.9027817629159217
004250	1	0.9327758387848595
010060	1	0.9827667262039963
010955	2	0.9952887157564964
010950	4	0.9832334914248777
101060	1	0.948477519772375
005090	2	0.9682249648577681
001380	3	0.9834467165513465
001770	2	0.937077693821903
002360	2	0.9624844167559247
009160	1	0.9803218164253775
123700	4	0.9747228785560139
025530	3	0.9710053292482863
03473K	2	0.9634985191573711
011790	3	0.9957330039729997
018670	1	0.9747215514151862
001745	3	0.9416947351237439
001740	1	0.9522113256160113
210980	2	0.9710422354142074
034730	2	0.9677767430241749
361610	3	0.9816948094428833
096775	2	0.9846952783276803
096770	17	0.984684051565576
001515	2	0.9695911231079399
001510	2	0.9748022427298437
28513K	2	0.9717750886457897
285130	9	0.9926248741274452
017670	2	0.9804883405857506
064960	5	0.9861909655899914
100840	2	0.9756096289656708
003570	2	0.9877728537927521
036530	2	0.9770906543635991
005610	2	0.992746986678388
011810	4	0.9848618347647873
077970	2	0.9755259531920153
071970	4	0.9967571077369632
084870	3	0.9842078424293916
002710	3	0.9874692474015123
024070	3	0.9577784317437371
000500	1	0.9724563668836514
000860	2	0.9912172238936635
035250	1	0.9801778405548263
011420	4	0.9465569229577973
002100	1	0.9322705308159949
009450	2	0.977158808246084
267290	2	0.991175240632789
012320	2	0.9835527449744925
000050	1	0.9569732502535699
214390	2	0.9607118505057216
012610	2	0.9365795562630242
009140	2	0.9610621410822517
013580	2	0.9817514588571875
012205	2	0.8625106346592917
012200	2	0.9740194184532833
002140	2	0.9478157947513798
010130	1	0.9330882171024907
002240	2	0.9876168437858128
009290	1	0.9773224364006503
017040	2	0.9665856883923398
017900	2	0.9507134242957018
037710	2	0.9800030320182895
030610	2	0.981912806984497
339770	1	0.8823254230061922
007690	4	0.9853763763448192
005320	2	0.9735083455398024
001140	2	0.9714377803899313
002720	2	0.9667484184552296
114090	2	0.9867000810319557
083420	6	0.9933017208637598
014530	1	0.9575449641041388
014285	2	0.9413164521463315
014280	5	0.9865258814619543
008870	2	0.9487866143592794
001570	2	0.9801339348511835
002995	1	0.9403338961545598
002990	2	0.9616332432636104
011785	13	0.9809022444268447
011780	3	0.9891898766482591
214330	4	0.9462724181095766
001210	3	0.9906936421346582
073240	2	0.9787882301951121
092440	2	0.9771334755507143
000270	3	0.9933412198663352
013700	2	0.984186963079157
004545	1	0.9363823118927217
004540	3	0.9731740615354574
001260	2	0.9603755084038446
008355	2	0.9647557669989819
008350	4	0.9735061021908754
004270	4	0.9761775372619261
003925	2	0.9739989757402971
003920	2	0.9949710439748254
025860	5	0.9795352900940913
005725	3	0.9314166522875954
005720	1	0.9858467834045906
002355	8	0.9949485910587086
002350	2	0.9877977747445464
003580	2	0.9481763807256115
251270	16	0.9705598756071762
090355	3	0.9559623821261152
090350	1	0.978944466164816
000325	4	0.9815342449257001
000320	2	0.9824194955354708
006280	4	0.9903997209724225
005257	1	0.9782344566237514
005250	3	0.9616970397655924
004370	3	0.9830142066248452
072710	1	0.9618682405103561
058730	2	0.967143281053318
023590	1	0.970145115039286
145210	2	0.9967116469981132
019680	17	0.9927536886598736
019685	10	0.9944626437642986
006370	2	0.9863290239271513
00806K	7	0.9611100206350311
008060	2	0.9782760678829353
353200	1	0.9417190040637502
35320K	1	0.8989079710478224
000490	2	0.9800092895533883
008110	3	0.9830980329685481
005750	3	0.9864365830149847
006570	1	0.8906757566708403
001685	3	0.9880482184752228
001680	1	0.9618710277195108
084695	3	0.9792093616571953
084690	3	0.9831234471259831
128820	2	0.9655934641206212
117580	1	0.969204242952184
016710	5	0.9990276429592981
003545	3	0.9908090051471675
003547	4	0.9921428670842551
003540	2	0.9844614882227001
009190	4	0.9772985186519146
014160	1	0.9717075130243354
047040	3	0.9886269375286655
009320	2	0.9286513865330155
042660	2	0.9762545953805118
003090	2	0.9322875432223148
069620	2	0.9769665318837688
000430	1	0.9734593699573907
006345	3	0.9463930117238002
006340	2	0.9710001094577251
003220	2	0.9413110224016599
024890	3	0.9846397252506242
002880	2	0.9707962234380472
000300	5	0.9808362181434137
015230	2	0.9837786197755519
012800	2	0.9760697710999765
001070	3	0.9977457849080853
006650	16	0.9872541145878189
001440	2	0.9902403639142273
084010	4	0.9916427880794912
001795	4	0.9739405726606046
001790	1	0.9834166808760121
001130	1	0.9810246740060014
003495	4	0.9839317465092839
003490	3	0.9844254031072038
005880	2	0.9767845401339932
003830	2	0.9865088774083042
016090	2	0.9762329688095347
069460	1	0.9794091252053341
192080	1	0.9728117383351657
012510	2	0.9853585647497756
004835	5	0.9776628350379127
004830	8	0.9899290567216675
024900	11	0.990500572530635
145720	2	0.9859160958504203
002150	2	0.9454542339672241
001230	3	0.9924168610725373
004140	1	0.9606952410019792
007590	1	0.9505007184843087
005965	2	0.9729846251139478
005960	2	0.9868327960095462
026960	5	0.987303186933799
002210	2	0.9631884638203418
102260	3	0.9842720869324167
000640	1	0.9604682958919328
170900	1	0.9422523350646164
028100	2	0.9512678623866312
282690	2	0.9728537251932008
001525	1	0.9082139950643273
001527	1	0.921927942537454
001529	2	0.839585981965849
084670	1	0.9347435593090331
001520	1	0.976674419400666
082640	4	0.9873625340160493
008970	2	0.9699924483117236
092780	18	0.9469859237676017
049770	2	0.9865227868421325
018500	2	0.9679619499362241
006040	2	0.9695911345453503
030720	1	0.8688320362128656
014825	2	0.9518965075679284
014820	3	0.9805761266395567
163560	2	0.9422279826427096
004890	2	0.9940194510569766
002690	3	0.979754742672645
000020	3	0.9809781228565962
000155	3	0.9912441175793485
000157	1	0.9020303745467887
241560	2	0.9756857510180579
000150	2	0.9877470452797598
042670	2	0.9864536115180544
034020	3	0.9925719351156325
33626K	4	0.9873140263794493
33626L	1	0.9605554641813335
336260	2	0.9932293687365154
016740	1	0.9591352024439271
192650	3	0.9614282297660621
024090	4	0.987538753355085
003160	7	0.9865251634533482
092200	12	0.9940810121120828
004840	2	0.9449636292621884
013570	3	0.9596103384143281
210540	2	0.9800818589056607
007340	1	0.9826875157646319
026890	2	0.9821578399648158
115390	2	0.9850667951703602
032350	2	0.9710770667032725
