Code	max_depth	test_score
095570	5	0.9795407625408584
006840	6	0.9949610135035756
282330	4	0.9815025439957064
027410	6	0.991764919386112
138930	7	0.9887088225501943
001465	5	0.9800153424534394
001460	13	0.9922486938119994
001045	6	0.9766054884221139
00104K	6	0.9805247942609107
001040	4	0.982619925674852
011155	6	0.9162347942086723
011150	5	0.9751452562066444
000590	6	0.9084032673023725
012030	5	0.9604965835215942
016610	5	0.9903478734459589
005830	5	0.9881043457004783
000995	8	0.9676714830987179
000990	13	0.995074194733551
139130	6	0.9931545398678828
001530	11	0.9929057333141226
000215	6	0.9731041755240941
001880	5	0.9920256380057125
000210	4	0.9461584673567736
37550K	5	0.8713576215451027
375500	3	0.9429337338434854
155660	4	0.966642748831449
069730	4	0.9541045059678991
017940	6	0.9849247691096579
365550	9	0.9761046004581366
383220	5	0.8757020654457179
007700	6	0.9547973974386303
078935	5	0.9870708681476077
006360	6	0.986049522144684
078930	4	0.9880540327880671
012630	5	0.9903784197444593
294870	5	0.9913361762615407
003560	6	0.9353834142667065
175330	6	0.9852053683124691
234080	5	0.965014824947085
001065	13	0.955878316869708
001067	14	0.9264835863212785
001060	5	0.9643613184213937
096760	16	0.969879964160248
105560	5	0.9833565061934553
009070	10	0.9750817518915067
016385	7	0.9199272177180728
016380	8	0.9823527899269455
001390	7	0.9918170526659315
033180	5	0.988441363042169
001940	7	0.9858423922526974
025000	6	0.9745455634621062
092230	7	0.931243769315788
000040	6	0.9908269430288066
093050	5	0.9914228517118734
003555	7	0.9953496498157434
034220	5	0.9874409795990958
003550	4	0.9823103658227887
051905	4	0.8955792430818276
051900	5	0.9657335015085711
032640	5	0.9765822689206003
011070	6	0.9876856980893615
066575	7	0.9953320876759698
066570	6	0.9941335194854196
051915	5	0.9924242291772645
051910	11	0.9928713381174873
079550	6	0.958265657987839
010120	5	0.9650452868379497
000680	17	0.9513680884632602
006260	5	0.9806095746926081
001120	5	0.9927366482335992
023150	6	0.9680812545471641
035420	7	0.9961540166729048
181710	5	0.9664441257958986
338100	6	0.987047900532963
034310	4	0.9308920000847591
008260	5	0.9915581453274066
004255	5	0.9051793598053461
004250	9	0.9474240073333873
010060	6	0.9849420573355833
010955	12	0.9957602458748803
010950	6	0.9859053189772267
101060	5	0.9478730191886914
005090	7	0.9700669325941641
001380	10	0.9805625813251524
001770	4	0.9446068669052151
002360	7	0.9686632434434476
009160	5	0.9828406439026857
123700	14	0.9782404660956037
025530	7	0.9737448073874483
03473K	8	0.9684650906748341
011790	11	0.996275315666771
018670	7	0.976795153452545
001745	18	0.9384877801809491
001740	4	0.9537641587962163
210980	5	0.9721188392306195
034730	4	0.9710380901103236
361610	9	0.9781681462804922
096775	7	0.9856149365534221
096770	6	0.9859064066587994
001515	5	0.9684796335753586
001510	6	0.9780343928166357
28513K	6	0.9735892713770878
285130	15	0.9943825808934351
017670	5	0.9818480951386654
064960	5	0.986424388688659
100840	5	0.9787234903924276
003570	17	0.9874918248836024
036530	7	0.9792345095236393
005610	5	0.993102442177774
011810	6	0.9861338853255677
077970	8	0.9767192823755437
071970	14	0.9965091934975225
084870	17	0.9846970053793384
002710	6	0.9859697601950531
024070	8	0.9648059465441828
000500	5	0.9767844119137159
000860	6	0.9924245310435164
035250	6	0.9812498768100226
011420	4	0.9542835887057086
002100	5	0.934759465498546
009450	5	0.9786611881273177
267290	7	0.9922498239649125
012320	5	0.983865874022598
000050	9	0.9555104973863527
214390	4	0.9696467967884314
012610	5	0.9358209471908618
009140	5	0.9594156746737079
013580	15	0.9844564481442191
012205	9	0.8893323036041885
012200	7	0.9789736762808529
002140	5	0.949686067068195
010130	5	0.9409435735268079
002240	6	0.9888291036602028
009290	6	0.9728754879298969
017040	4	0.9692765042988556
017900	17	0.950340546366595
037710	5	0.9787126013190797
030610	7	0.983594129544979
339770	11	0.9151915465681031
007690	6	0.9857425087342344
005320	8	0.9755691857760163
001140	17	0.9739501125719355
002720	4	0.970099372583552
114090	5	0.9881091867502645
083420	19	0.9942750466032252
014530	10	0.9555752005971998
014285	7	0.941218545749635
014280	5	0.9882417559479544
008870	5	0.963000837427628
001570	6	0.9797948905305064
002995	6	0.932258948691393
002990	6	0.9634567182188402
011785	11	0.9889732190649274
011780	7	0.9923687650603568
214330	6	0.9526394296533182
001210	16	0.9906345099161454
073240	5	0.9863786512142124
092440	8	0.9763791456883393
000270	7	0.994265723736143
013700	5	0.9829143335189972
004545	6	0.9375055480893018
004540	14	0.9739679300061386
001260	5	0.9619191863950903
008355	5	0.9683683170002854
008350	5	0.976432215878857
004270	5	0.9785417211932647
003925	7	0.9760419539781827
003920	14	0.9929617485981519
025860	6	0.9796835939043581
005725	7	0.9458995404713199
005720	6	0.9866917586325659
002355	6	0.9953183111652034
002350	5	0.9883955949953537
003580	6	0.9640513337958936
251270	4	0.971614857256701
090355	7	0.9591875643955963
090350	7	0.9789373167801987
000325	4	0.9827314824066685
